Descripcion;IdArticu;StockActual;FechaUltimaEntrada;FechaCaducidad;Puc;Pmc;Pvp;ProveedorHabitual;Laboratorio
ETINILESTRADIOL/DROSPIRENONA DIARIO CINFA EFG 0.;704937;0;NULL;NULL;4.37;4.37;6.24; ;E0111
ETINILESTRADIOL/DROSPIRENONA DIARIO CINFA EFG 0.;704938;3;2023-10-13 00:00:00.000;2024-09-05 00:00:00.000;5.5751;6.97;16.66; ;E0111
ARIZOL EFG 5 MG 28 COMPRIMIDOS;704958;0;2021-04-04 00:00:00.000;NULL;19.05035;19.05;23.95; ;E1131
DUAVIVE 0.45/20 MG 28 COMPRIMIDOS LIBERACION MOD;705018;0;2020-06-25 00:00:00.000;NULL;23.2617;23.26;34.41; ;E0884
MIRVASO 3 MG/G GEL TOPICO 10 G (PE/EAA/AL/EAA/PE;705023;0;2017-01-11 00:00:00.000;NULL;13.6739;13.67;20.29; ;E0719
MIRVASO 3 MG/G GEL TOPICO 30 G (PE/EAA/AL/EAA/PE;705024;0;2021-11-26 00:00:00.000;NULL;37.9962;38;56.2; ;E0719
FLUTICASONA CIPLA 125 MCG/PULSACION 1 AEROSOL 12;705031;0;2023-11-16 00:00:00.000;NULL;10.6381;10.64;15.74; ;E1259
DEXKETOPROFENO PENSA EFG 25 MG 20 SOBRES SOLUCIO;705060;1;2023-08-22 00:00:00.000;2025-03-31 00:00:00.000;2.6752;2.68;4; ;E1114
TRANKIMAZIN 2 MG 30 COMPRIMIDOS;705067;2;2023-10-20 00:00:00.000;2025-09-30 00:00:00.000;3.27085;3.27;4.84;0001;E1142
TRANKIMAZIN 2 MG 50 COMPRIMIDOS;705068;6;2023-11-10 00:00:00.000;2024-08-31 00:00:00.000;5.4549;5.45;8.07;0001;E1142
MEMANTINA NORMON EFG 20 MG 56 COMPRIMIDOS RECUBI;705077;3;2023-05-11 00:00:00.000;2025-03-31 00:00:00.000;96.9133;96.91;144.2;0084;E0426
BRIMICA GENUAIR 340/12 MCG/DOSIS POLVO 1 INHALAD;705080;3;2023-11-08 00:00:00.000;2026-05-12 00:00:00.000;47.49525;47.5;70.25;0084;E0387
DUAKLIR GENUAIR 340/12 MCG/DOSIS POLVO 1 INHALAD;705081;1;2022-04-07 00:00:00.000;2024-10-31 00:00:00.000;47.3385;47.34;70.25; ;E5241
OPTRUMA 60 MG 28 COMPRIMIDOS RECUBIERTOS;705087;0;2022-01-29 00:00:00.000;NULL;13.90895;13.91;20.64; ;E0346
OVALEAP 300 UI 1 CARTUCHO 0.5 ML;705104;0;2023-07-17 00:00:00.000;NULL;84.2688;84.27;125.89; ;E5226
OVALEAP 450 UI CARTUCHO 0,75ML;705108;0;2023-07-14 00:00:00.000;NULL;127.66765;127.67;173.54;0084;E5226
OVALEAP 900UI/1,5ML 20 AGUJAS;705109;0;2023-07-06 00:00:00.000;NULL;255.3353;255.34;304.54;0084;E5226
AMNIOLINA POMADA 50 G;705186;1;2023-11-13 00:00:00.000;2024-05-01 00:00:00.000;3.83515;3.84;5.67; ;E0493
MOVENTIG 12.5 MG 30 COMPRIMIDOS RECUBIERTOS;705258;0;2019-02-13 00:00:00.000;NULL;69.3462;69.35;102.56; ;E1067
MOVENTIG 25 MG 30 COMPRIMIDOS RECUBIERTOS;705260;1;2019-08-31 00:00:00.000;2025-05-01 00:00:00.000;69.3431;69.34;102.56; ;E1067
DYNEXAN 20 MG/G GEL BUCAL 1 TUBO 10 G;705271;0;NULL;NULL;4.15;4.15;5.93; ;E5216
DULOXETINA MYLAN PHARMACEUTICALS EFG 30 MG 7 CAP;705275;0;NULL;NULL;2.34;2.34;3.34; ;E1011
DORZOLAMIDA/TIMOLOL CINFA 20/5 MG/ML COLIRIO 1 F;705310;0;2015-09-24 00:00:00.000;NULL;7.2983;7.3;12.11; ;E0111
DULOXETINA CINFA EFG 30 MG 7 CAPSULAS GASTRORRES;705311;0;2021-02-17 00:00:00.000;NULL;2.26;1.22;3.34; ;E0111
DULOXETINA CINFA EFG 30 MG 28 CAPSULAS GASTRORRE;705312;0;2015-10-22 00:00:00.000;NULL;11.2013;11.2;13.36; ;E0111
PENTASA 4 G 30 SOBRES LIBERACION PROLONGADA;705473;3;2023-11-08 00:00:00.000;2025-01-31 00:00:00.000;64.79;64.79;95.82; ;E0700
IMETH 7.5 MG/0.3 ML 4 JERINGAS PRECARGADAS 0.3 M;705482;0;2019-11-06 00:00:00.000;NULL;29.4272;30.46;43.52; ;E1246
IMETH 22.5 MG/0.9 ML 4 JERINGAS PRECARGADAS 0.9;705489;0;2018-02-06 00:00:00.000;NULL;82.48;82.48;121.34; ;E1246
DULOXETINA STADA GENERICOS EFG 60 MG 28 CAPSULAS;705516;0;2016-01-12 00:00:00.000;NULL;20.0493;20.05;26.73; ;E0805
IMETH 10 MG 4 JERINGAS PRECARGADAS SOLUCION INYE;705530;0;2023-09-13 00:00:00.000;NULL;36.10475;37.76;53.94; ;E1246
"BIRESP SPIROMAX ""320/9"" MCG/DOSIS POLVO 1 INHALA";705543;0;2017-02-12 00:00:00.000;NULL;34.627;34.75;51.39; ;E0880
DULOXETINA NORMON EFG 30 MG 28 CAPS GASTR;705617;2;2023-11-18 00:00:00.000;2026-08-31 00:00:00.000;4.4726;4.47;13.36; ;E0426
DULOXETINA NORMON EFG 60 MG 28 CAPS GASTRORRES;705620;0;2023-09-13 00:00:00.000;NULL;8.9452;8.95;26.73; ;E0426
IBUFEN JUNIOR 200 MG 24 SOBRES POLVO ORAL;705633;14;2023-10-13 00:00:00.000;2026-05-01 00:00:00.000;3.1914;3.19;7.95; ;E0111
IBUFEN 400 MG 24 SOBRES POLVO ORAL;705635;10;2023-10-16 00:00:00.000;2025-05-01 00:00:00.000;3.1914;3.19;7.95; ;E0111
QUETIAPINA APOTEX EFG 50 MG 60 COMPRIMIDOS LIBER;705645;0;2023-04-07 00:00:00.000;NULL;10.8471;10.85;16.2; ;E1150
FRENADOL JUNIOR 10 SOBRES;705657;24;2023-06-07 00:00:00.000;2025-01-01 00:00:00.000;5.8198;5.82;11.65; ;E8451
GAVISCON 32 COMP MASTICABLES FRESA (BLISTER);705659;0;2017-09-21 00:00:00.000;NULL;3.3544;3.27;7.46; ;E0850
FLUENZ TETRA SUSPENSION PARA PULVERIZACION NASAL;705696;0;2023-11-09 00:00:00.000;NULL;25.3308;25.33;37.47; ;E0267
LIZIPADOL PULVERIZACION 17.86 MG/ML SOLUCION PUL;705704;0;2017-11-24 00:00:00.000;NULL;6.7;6.7;10.8; ;E1368
PASSIFLORINE SOLUCION ORAL 125 ML;705705;0;2019-02-24 00:00:00.000;NULL;5.225;5.23;7.76; ;E0609
ATENOLOL CINFA EFG 50 MG 30 COMPRIMIDOS;705756;2;2022-07-26 00:00:00.000;2025-01-01 00:00:00.000;1.672;1.68;2.5; ;E0111
EVISTA 60 MG 28 COMPRIMIDOS RECUBIERTOS;705764;1;2023-09-04 00:00:00.000;2025-11-30 00:00:00.000;13.953;13.95;20.64; ;E7245
QUETIAPINA STADA EFG 300 MG 60 COMPRIMIDOS LIBER;705990;0;2022-10-26 00:00:00.000;1899-12-30 00:00:00.000;65.7305;68.05;97.22; ;E0805
QUETIAPINA STADA EFG 50 MG 60 COMPRIMIDOS LIBERA;705991;0;2023-10-18 00:00:00.000;NULL;10.96205;10.95;16.2; ;E0805
XADAGO 50 MG 30 COMPRIMIDOS RECUBIERTOS;706042;1;2022-09-05 00:00:00.000;2025-07-31 00:00:00.000;88.35475;88.35;131.13; ;E0611
XADAGO 100 MG 30 COMPRIMIDOS RECUBIERTOS;706043;4;2023-11-08 00:00:00.000;2027-03-31 00:00:00.000;88.6578;88.66;131.13; ;E0611
GESTODENO/ETINILESTRADIOL ARISTO EFG 0.03/0.075;706046;0;NULL;NULL;6.15;6.15;8.79; ;E1240
GESTODENO/ETINILESTRADIOL ARISTO EFG 0,075 MG/0,;706048;0;2021-03-07 00:00:00.000;NULL;1.9855;2.05;2.93; ;E1240
GESTODENO/ETINILESTRADIOL ARISTO EFG 0.02/0.075;706049;0;2021-06-16 00:00:00.000;NULL;5.9422;6.15;8.79; ;E1240
OMEPRAZOL SANDOZ FARMACEUTICA 40 MG 56 CAPSULAS;706087;1;2023-10-31 00:00:00.000;2025-04-30 00:00:00.000;5.61165;5.61;8.3; ;E0644
FEXOFENADINA CIPLA EFG 120 MG 20 COMPRIMIDOS REC;706133;0;NULL;NULL;1.51;1.51;2.15; ;E1259
DULOXETINA KERN PHARMA EFG 60 MG 56 CAPSULAS GAS;706157;0;2019-05-15 00:00:00.000;NULL;35.93391131;35.93;53.45; ;E0863
IPRATROPIO BROMURO KERN PHARMA 20 MCG/PULSACION;706160;7;2022-12-31 00:00:00.000;2024-01-01 00:00:00.000;3.02005;3.02;4.46; ;E1259
ENVARSUS 0.75 MG 30 COMPRIMIDOS LIBERACION PROLO;706166;2;2023-10-30 00:00:00.000;2024-05-04 00:00:00.000;26.0623;26.06;38.54; ;E0609
ENVARSUS 1 MG 30 COMPRIMIDOS LIBERACION PROLONGA;706169;0;2022-08-12 00:00:00.000;NULL;34.7358;24.32;51.38; ;E0609
ENVARSUS 1 MG 60 COMPRIMIDOS LIBERACION PROLONGA;706170;1;2023-10-25 00:00:00.000;2025-09-30 00:00:00.000;69.4716;69.47;102.75; ;E0609
ENVARSUS 4 MG 30 COMPRIMIDOS LIBERACION PROLONGA;706171;0;2023-08-22 00:00:00.000;NULL;137.59515;137.6;184.68;0084;E0609
GRIPADUO 200/30 MG 20 COMPRIMIDOS RECUBIERTOS;706227;0;2021-12-06 00:00:00.000;NULL;2.02;2.02;10.22; ;E1121
MERIOFERT KIT 150 UI 1 VIAL POLVO + 1 JERINGA DI;706230;5;2023-11-03 00:00:00.000;2024-12-16 00:00:00.000;35.5091;35.51;52.51; ;E1378
MERIOFERT KIT 150 UI 10 VIALES POLVO + 10 JERING;706232;1;2023-11-14 00:00:00.000;2025-05-04 00:00:00.000;351.538;351.54;402.8;0084;E1378
MERIOFERT KIT 75 UI 1 VIAL POLVO + 1 JERINGA DIS;706233;1;2023-11-01 00:00:00.000;2024-10-14 00:00:00.000;17.75455;17.75;26.26; ;E1378
MERIOFERT KIT 75 UI 10 VIALES POLVO + 10 JERINGA;706236;0;2023-11-09 00:00:00.000;NULL;175.769;175.77;222.67;0084;E1378
ZYPREXA VELOTAB ELAM PHARMA 5 MG 28 COMPRIMIDOS;706246;0;NULL;NULL;18.51;18.51;26.44; ;E1310
ZYPREXA ELAM PHARMA 5 MG 28 COMPRIMIDOS RECUBIER;706247;0;NULL;NULL;18.51;18.51;26.44; ;E1310
CLONAZEPAM BIOMED EFG 2 MG 60 COMPRIMIDOS;706261;2;2023-08-28 00:00:00.000;2024-11-30 00:00:00.000;1.41075;1.41;2.08; ;E0848
CAPTOPRIL CINFA EFG 25 MG 60 COMPRIMIDOS;706317;2;2023-11-14 00:00:00.000;2026-05-14 00:00:00.000;2.3826;2.39;3.53; ;E0111
CAPTOPRIL CINFA EFG 50 MG 30 COMPRIMIDOS;706341;0;2022-12-30 00:00:00.000;NULL;2.3826;1.18;3.53; ;E0111
ZOVIRAX TOPICO 50 MG/G CREMA 15 G;706363;1;2023-11-19 00:00:00.000;2026-03-31 00:00:00.000;7.5658;7.57;11.19; ;E1506
ARIPIPRAZOL NORMON EFG 5 MG 28 COMPRIMIDOS;706372;1;2023-07-27 00:00:00.000;2026-04-30 00:00:00.000;8.01515;8.02;23.95; ;E0426
ARIPIPRAZOL NORMON EFG 10 MG 28 COMPRIMIDOS;706373;1;2022-03-04 00:00:00.000;2024-06-01 00:00:00.000;32.395;32.4;47.89; ;E0426
ARIPIPRAZOL NORMON EFG 15 MG 28 COMPRIMIDOS;706375;1;2022-03-04 00:00:00.000;2024-04-01 00:00:00.000;48.58205;48.58;71.84; ;E0426
OPATANOL ELAM PHARMA 1 MG/ML COLIRIO 1 FRASCO SO;706383;0;NULL;NULL;7.75;7.75;7.74; ;E1310
ENALAPRIL/LERCANIDIPINO CINFA EFG 20/10 MG 28 CO;706391;0;2016-02-02 00:00:00.000;NULL;5.27;5.27;11.24; ;E0111
ENALAPRIL/LERCANIDIPINO CINFA EFG 10/10 MG 28 CO;706394;0;2016-02-02 00:00:00.000;NULL;2.6334;2.63;5.62; ;E0111
TOUJEO 300 U/ML 3 PLUMAS PRECARGADAS 1.5 ML;706414;10;2023-11-08 00:00:00.000;2025-01-31 00:00:00.000;34.22375;34.23;50.63;0084;E0345
BUPROPION SANDOZ EFG 150 MG 30 COMPRIMIDOS LIBER;706437;0;2017-10-17 00:00:00.000;NULL;10.9872;10.99;13; ;E0644
PREGABALINA NORMON EFG 25 MG 56 CAPSULAS (AL/PVC;706452;5;2023-08-24 00:00:00.000;2024-08-31 00:00:00.000;1.6406;1.64;4.9; ;E0426
SALDEVA FORTE 10 COMPRIMIDOS;706457;4;2023-09-18 00:00:00.000;2024-11-30 00:00:00.000;5.8833;5.89;8.79; ;E1199
PREGABALINA NORMON EFG 50 MG 56 CAPSULAS (AL/PVC;706464;1;2023-11-16 00:00:00.000;2024-11-30 00:00:00.000;3.2813;3.28;9.8; ;E0426
PREGABALINA NORMON 75/56CA EFG;706467;6;2023-08-24 00:00:00.000;2024-09-30 00:00:00.000;4.9219;4.92;14.71; ;E0426
JEXT 300 MCG 2 PLUMAS PRECARGADAS 1 DOSIS 0.3 ML;706473;0;2023-04-12 00:00:00.000;NULL;56.9099;56.91;84.17; ;E0827
JEXT 150 MCG 2 PLUMAS PRECARGADAS 1 DOSIS 0.15 M;706474;0;2023-09-30 00:00:00.000;NULL;61.2997;61.3;90.98; ;E0827
VIACORAM 7/5 MG 30 COMPRIMIDOS;706483;5;2023-11-08 00:00:00.000;2026-06-30 00:00:00.000;16.6782;16.68;24.67; ;E0349
GENOTONORM MINIQUI 1,4MG 28(H;706505;0;NULL;NULL;693.54;693.54;771.59;0084;E0456
VIACORAM 3.5/2.5 MG 30 COMPRIMIDOS;706509;1;2023-11-15 00:00:00.000;2026-03-31 00:00:00.000;10.41865;10.42;15.41; ;E0349
BEMFOLA 150 UI/0,25ML 5 PLUMAS;706521;0;2021-08-24 00:00:00.000;NULL;212.7829;212.78;262.61;0084;E1222
BEMFOLA 225 UI 5 PLUMAS PRECARGADAS 0.375 ML;706522;0;2018-05-02 00:00:00.000;NULL;319.1639;319.16;367.44;0084;E1222
BEMFOLA 300 UI 5 PLUMAS PRECARGADAS 0.5 ML;706523;0;2022-10-26 00:00:00.000;NULL;425.5553;425.56;472.27;0084;E1222
OMEPRAZOL HEALTHKERN 20 MG 14 CAPSULAS GASTRORRE;706528;-1;2021-11-05 00:00:00.000;NULL;2.63;2.63;3.99; ;E0863
ARIZOL FLAS EFG 10 MG 28 COMPRIMIDOS BUCODISPERS;706568;0;2019-05-04 00:00:00.000;NULL;37.8603082;39.45;47.89; ;E1131
"DUAC ""10/30"" MG/G GEL TOPICO 60 G";706628;0;2023-06-14 00:00:00.000;NULL;26.36535;26.37;39; ;E0654
OMEPRAZOL CINFA EFG 20 MG 14 CAPSULAS GASTRORRES;706632;15;2023-10-13 00:00:00.000;2025-02-28 00:00:00.000;0.4232;0.45;1.26; ;E0111
OMEPRAZOL CINFA EFG 20 MG 28 CAPSULAS GASTRORRES;706633;181;2023-09-06 00:00:00.000;2025-06-01 00:00:00.000;0.8099;0.81;2.42;0001;E0111
SOOLANTRA 10 MG/G CREMA 30 G;706651;2;2023-11-08 00:00:00.000;2025-03-31 00:00:00.000;22.6138;22.61;33.44; ;E0719
ATENOLOL CINFA EFG 100 MG 60 COMPRIMIDOS;706721;1;2023-11-15 00:00:00.000;2025-11-07 00:00:00.000;3.33355;3.33;4.93; ;E0111
ATENOLOL CINFA EFG 50 MG 60 COMPRIMIDOS;706739;61;2023-10-13 00:00:00.000;2025-03-04 00:00:00.000;0.836;0.95;2.5; ;E0111
MASTICAL D 1250 MG (500 CA)/1000 UI 30 COMP MAST;706766;1;2023-11-17 00:00:00.000;2025-07-31 00:00:00.000;6.09235;6.09;9.01; ;E0251
MASTICAL D 1250 MG (500 MG CA)/400 UI 60 COMPRIM;706773;1;2023-11-13 00:00:00.000;2025-02-28 00:00:00.000;4.88015;4.88;7.21; ;E0251
SYNJARDY 12.5/1000 MG 60 COMPRIMIDOS RECUBIERTOS;706803;1;2023-11-20 00:00:00.000;2026-05-31 00:00:00.000;36.0943;36.09;53.39; ;E1008
SYNJARDY 5/1000 MG 60 COMPRIMIDOS RECUBIERTOS;706806;6;2023-11-08 00:00:00.000;2026-02-28 00:00:00.000;36.0943;36.09;53.39; ;E1008
FLONASE 50 MCG/PULSACION NEBULIZADOR NASAL 60 DO;706809;4;2023-04-28 00:00:00.000;2024-10-01 00:00:00.000;7.6661;7.83;14.32; ;E1506
PNEUMOVAX 23 1 JERINGA PRECARGADA SOLUCION INYEC;706818;0;2023-10-29 00:00:00.000;NULL;24.27535;24.28;35.9; ;E0399
STRATTERA 4 MG/ML SOLUCION ORAL 3 FRASCOS 100 ML;706844;0;2023-11-07 00:00:00.000;NULL;71.7706;71.77;106.15; ;E0684
AZITROMICINA MYLAN EFG 500 MG 3 COMPRIMIDOS RECU;706846;36;2023-09-15 00:00:00.000;2027-01-31 00:00:00.000;2.0691;2.07;5.62; ;E1011
AZELASTINA MABO 0.5 MG/ML COLIRIO 1 FRASCO SOLUC;706849;0;2019-03-22 00:00:00.000;NULL;3.9606;4.01;5.87; ;E0789
VANDRAL RETARD 225 MG 30 CAPSULAS LIBERACION PRO;706850;1;2023-10-19 00:00:00.000;2025-06-30 00:00:00.000;19.42655;19.43;28.74;0001;E1142
ARKOCAPSULAS HIPERICO 42 CAPS;706860;1;2023-10-14 00:00:00.000;2024-12-01 00:00:00.000;9.20645;9.21;15.99;0001;E1016
YANIMO RESPIMAT 2.5/2.5 MCG INHAL + CARTUCHO 60;706877;0;2020-10-05 00:00:00.000;NULL;50.8915;50.89;70.25; ;E1008
CASENLAX 500 MG/ML SOLUCION ORAL 200 ML;706880;1;2023-11-19 00:00:00.000;2025-05-31 00:00:00.000;8.6735;8.67;14.39; ;E0777
BONALFA 0.004 MG/G POMADA 50 G;706903;0;2021-07-29 00:00:00.000;NULL;18.101;18.1;26.77; ;E0666
ARIPIPRAZOL NORMON EFG 10 MG 28 COMPRIMIDOS BUCO;706916;0;NULL;NULL;33.54;33.54;47.89; ;E0426
ARIPIPRAZOL NORMON EFG 15 MG 28 COMPRIMIDOS BUCO;706917;0;2022-03-04 00:00:00.000;NULL;48.58;48.58;71.84; ;E0426
ESCITALOPRAM FLAS CINFA EFG 10 MG 56 COMPRIMIDOS;706939;2;2023-03-23 00:00:00.000;2024-11-01 00:00:00.000;5.852;6.77;17.48; ;E0111
ESCITALOPRAM FLAS CINFA EFG 15 MG 56 COMPRIMIDOS;706940;0;2022-04-06 00:00:00.000;NULL;19.01;19.01;26.23; ;E0111
ESCITALOPRAM FLAS CINFA EFG 20 MG 56 COMPRIMIDOS;706941;0;2022-04-17 00:00:00.000;1899-12-30 00:00:00.000;23.6379;16.44;34.97; ;E0111
DERATIN COMPLEX MIEL-LIMÓN 30 COMP. PARA CHUPAR;706955;132;2023-09-22 00:00:00.000;2024-02-01 00:00:00.000;1.696035;1.7;8.45; ;E0426
DERATIN COMPLEX MENTA 30 COMP. PARA CHUPAR;706957;51;2023-09-22 00:00:00.000;2024-02-01 00:00:00.000;1.696035;1.7;8.45; ;E0426
LUTRATE DEPOT TRIMESTRAL 22.5 MG 1 VIAL POLVO +;706971;0;2023-11-03 00:00:00.000;NULL;251.77185;251.77;301.03;0084;E1108
ARISOCARE EFG 75 MG 2 COMPRIMIDOS RECUBIERTOS;706983;0;2022-02-23 00:00:00.000;1899-12-30 00:00:00.000;17.3603;17.36;21.26; ;E1280
LEVOSERT 0.02 MG/24 H 1 SISTEMA LIBERACION INTRA;707028;0;2020-10-14 00:00:00.000;NULL;89.71325;89.71;111.4; ;E1222
LIXIANA 30 MG 28 COMPRIMIDOS RECUBIERTOS;707043;1;2023-11-08 00:00:00.000;2027-08-31 00:00:00.000;51.71705;51.59;76.49; ;E0195
LIXIANA 60 MG 28 COMPRIMIDOS RECUBIERTOS;707044;5;2023-11-08 00:00:00.000;2027-03-31 00:00:00.000;51.71705;51.68;76.49; ;E0195
FRIDA EFG 300 MG 56 CAPSULAS;707055;0;NULL;NULL;41.17;41.17;58.82; ;E1263
TAPTIQOM 0.015/5 MG/ML COLIRIO 30 MONODOSIS 0.3;707062;1;2023-11-03 00:00:00.000;2026-05-31 00:00:00.000;17.6396;17.64;26.09; ;E1270
TADALAFILO TEVA EFG 5 MG 28 COMPRIMIDOS RECUBIER;707069;0;2018-06-26 00:00:00.000;NULL;38.9263;38.93;57.76; ;E1079
TADALAFILO RATIOPHARM EFG 5 MG 28 COMPRIMIDOS RE;707077;0;NULL;NULL;41.79;41.79;57.76; ;E0704
SILDENAFILO CINFA EFG 25 MG 4 COMPRIMIDOS RECUBI;707164;2;2023-01-22 00:00:00.000;2026-09-30 00:00:00.000;6.6253;6.63;9.51; ;E0111
SILDENAFILO CINFA EFG 100 MG 8 COMPRIMIDOS MASTI;707178;2;2023-05-15 00:00:00.000;2027-11-30 00:00:00.000;11.3278;14.16;31.38; ;E0111
EKZEM 250 MCG/ML GOTAS OTICAS 30 MONODOSIS SOL 0;707333;6;2023-08-10 00:00:00.000;2024-02-29 00:00:00.000;4.7025;4.7;7.81; ;E0521
GARDASIL 9 1 JERINGA PRECARGADA 0.5 ML;707342;1;2023-11-10 00:00:00.000;2024-09-30 00:00:00.000;126.654;126.65;172.55;0084;E0399
HIDROFEROL 0.266 MG 5 CAPSULAS BLANDAS (PVC/PVDC;707347;11;2023-11-08 00:00:00.000;2025-12-31 00:00:00.000;4.4308;4.43;6.56; ;E0186
HIDROFEROL 0.266 MG 10 CAPSULAS BLANDAS (PVC/PVD;707348;102;2023-09-05 00:00:00.000;2024-04-01 00:00:00.000;2.1945;3.73;13.11; ;E0186
AZITROMICINA MYLAN EFG 200 MG/5 ML SUSP ORAL 1 F;707380;0;2015-10-06 00:00:00.000;NULL;4.1144;4.11;6.03; ;E1011
SILDENAFILO CINFA EFG 50 MG 4 COMPRIMIDOS MASTIC;707404;0;2017-03-04 00:00:00.000;NULL;17.4466;17.45;15.61; ;E0111
SILDENAFILO CINFA EFG 100 MG 4 COMPRIMIDOS MASTI;707410;0;2022-02-03 00:00:00.000;NULL;12.4251;12.43;16.98; ;E0111
VESICARE 1MG/ML SUSP ORAL FRASCO;707413;0;2022-12-01 00:00:00.000;NULL;13.794;13.79;20.4; ;E0756
METOTREXATO SEMANAL WYETH 2,5 MG 24 COMPRIMIDOS;707424;0;2022-11-22 00:00:00.000;NULL;1.2853;1.29;1.9; ;E0456
DULOXETINA STADA EFG 30 MG 7 CAPSULAS GASTRORRES;707599;0;2019-11-06 00:00:00.000;NULL;2.9278;2.34;3.34; ;E0805
EMERADE EFG 300 MCG 1 PLUMA PRECARGADA 1 DOSIS 0;707618;0;2018-08-07 00:00:00.000;NULL;34.45;34.45;42.09; ;E1168
EMERADE 500 MCG 1 PLUMA PRECARGADA 1 DOSIS 0.5 M;707627;0;2019-07-02 00:00:00.000;NULL;35.96;35.96;70.14; ;E1168
ANAFRANIL 10 MG 50 GRAGEAS;707646;2;2023-11-07 00:00:00.000;2028-03-31 00:00:00.000;2.6125;2.62;3.87; ;E1084
CIPROFLOXACINO AUROVITAS EFG 500 MG 14 COMPRIMID;707665;0;2022-11-16 00:00:00.000;NULL;1.5675;1.57;2.31; ;E1150
SENSHIO 60 MG 28 COMPRIMIDOS RECUBIERTOS;707667;1;2023-10-28 00:00:00.000;2027-07-31 00:00:00.000;30.4304;30.43;45; ;E1271
NIMVASTID 6MG 112 CAP;707701;0;2021-06-29 00:00:00.000;NULL;131.6073;131.61;170.88;0084;E1229
OMEPRAZOL CINFALAB EFG 20 MG 28 CAPSULAS GASTROR;707703;1;NULL;NULL;1.69;1.69;2.42; ;E0111
RILAST TURBUHALER 80/4.5 MCG/DOSIS 1 INHALADOR P;707711;0;2018-09-12 00:00:00.000;NULL;34.627;35.97;51.39; ;E0761
NOVORAPID PUMPCART 100 U/ML 5 CARTUCHOS 1.6 ML;707739;0;2022-07-26 00:00:00.000;1899-12-30 00:00:00.000;15.58095;16.42;23.04; ;E0078
BUCOXON 20 MG 18 PASTILLAS PARA CHUPAR SABOR MEN;707797;0;2021-11-25 00:00:00.000;NULL;5.56;4.93;8.4; ;E0111
ROSUVASTATINA CINFA EFG 5 MG 28 COMPRIMIDOS RECU;707805;15;2023-05-15 00:00:00.000;2025-02-09 00:00:00.000;1.6511;1.65;4.93; ;E0111
ROSUVASTATINA CINFA EFG 10 MG 28 COMPRIMIDOS REC;707806;8;2023-05-15 00:00:00.000;2025-09-23 00:00:00.000;3.297;3.3;9.85; ;E0111
ROSUVASTATINA CINFA EFG 20 MG 28 COMPRIMIDOS REC;707807;10;2023-05-15 00:00:00.000;2025-09-26 00:00:00.000;6.5992;6.86;19.72; ;E0111
MICOFENOLATO DE MOFETILO CINFA EFG 250 MG 100 CO;707835;0;NULL;NULL;52.92;52.92;75.6; ;E0111
AIRFLUSAL FORSPIRO 50/500 MCG POLVO INHALACION 6;707904;0;2022-04-20 00:00:00.000;1899-12-30 00:00:00.000;27.9015;27.91;41.28; ;E0644
AFULTRANT EFG 250 MG 2 JERINGAS PRECARGADAS SOLU;707965;0;2023-10-29 00:00:00.000;NULL;357.6199;357.62;408.86;0084;E0828
IKERVIS 1 MG/ML COLIRIO 30 UNIDOSIS EMULSION 0.3;707966;0;2023-09-07 00:00:00.000;NULL;79.15875;79.16;117.08; ;E1270
PRALUENT 75 MG 2 PLUMAS PRECARGADAS 1 ML;708030;0;NULL;NULL;337.11;337.11;481.58;0084;E0345
PRALUENT 150 MG 2 PLUMAS PRECARGADAS 1 ML;708035;0;2020-07-09 00:00:00.000;NULL;435.00215;435;481.58;0084;E0345
PREGABALINA AUROVITAS EFG 75 MG 56 CAPSULAS;708036;0;2022-08-30 00:00:00.000;1899-12-30 00:00:00.000;9.93795;10.3;14.71; ;E1150
EZETIMIBA CINFA EFG 10 MG 28 COMPRIMIDOS;708220;1;2023-02-28 00:00:00.000;2024-05-01 00:00:00.000;20.6492;14.75;30.85; ;E0111
IMIGRAN 6 MG 2 JERINGAS PRECARGADAS 0.5 ML;708230;14;2023-11-08 00:00:00.000;2024-11-30 00:00:00.000;17.7232;17.72;26.21;0084;E0654
RASAGILINA CINFAMED EFG 1 MG 30 COMPRIMIDOS;708233;0;2016-02-02 00:00:00.000;NULL;30.5663;30.57;91.32; ;E0111
CEFUROXIMA AUROBIN 250MG 15COM;708267;0;2022-12-13 00:00:00.000;1899-12-30 00:00:00.000;4.9115;5.03;7.26; ;E1150
CONDROITIN SULFATO KERN PHARMA 400 MG 60 SOBRES;708304;0;2018-06-22 00:00:00.000;NULL;10.1156;10.12;15.5; ;E0863
SEASONIQUE 91 COMPRIMIDOS (84 + 7);708316;2;2023-05-11 00:00:00.000;2024-12-01 00:00:00.000;28.74795;28.85;42.95; ;E5226
OLMESARTAN NORMON EFG 10 MG 28 COMPRIMIDOS RECUB;708394;1;2022-11-21 00:00:00.000;2024-08-31 00:00:00.000;8.9452;8.95;5.04; ;E0426
OLMESARTAN NORMON EFG 20 MG 28 COMPRIMIDOS RECUB;708395;1;2023-09-28 00:00:00.000;2025-12-31 00:00:00.000;3.37535;3.38;10.08; ;E0426
OLMESARTAN NORMON EFG 40 MG 28 COMPRIMIDOS RECUB;708397;0;2019-05-29 00:00:00.000;NULL;13.51;13.51;20.17; ;E0426
